ID,CODE,NAME,ALTNAME,ADDRESS,TEL1,MOBILE_NO,WEBSITE,EMAIL,FAX,OPEN_TIME,ADMIN_ID,PARENT_ID,BRANCH,LOCATE,REL_TYPE,X,Y
284729,345,Success Vision,,"C. Santos Street, Brgy. Tambo, Paranaque City, Metro Manila",02-7211005,0917-8006828,,,02-7211005,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,V-Mall,Greenhills Shopping Center,1,121.0499706,14.60159085
284733,228,Royal Time,,"C. Santos Street, Brgy. Tambo, Paranaque City, Metro Manila",02-7233391,,www.royaltime.com.ph,,02-7233391,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,V-Mall,Greenhills Shopping Center,1,121.0498986,14.60175769
284734,345,Casaje Optical Works,,"C. V. Starr Avenue, Brgy. Pamplona Dos, Las Pinas City, Metro Manila",02-7210865,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.0498115,14.60182336
284737,213,Cinderella,,"C. Valiente Street, Brgy. Bagong Ilog, Pasig City, Metro Manila",02-7251092,,www.mycinderella.ph,,02-7251092,,133915021,3268,,Greenhills Shopping Center,1,121.0499677,14.60186615
284738,401,The Travel Club,,"C.M. Recto Avenue, Brgy. 1, Manila, Metro Manila",02-4702732,,www.facebook.com/thetravelclubphilippines,,,,133915021,3268,V-Mall,Greenhills Shopping Center,1,121.0499916,14.60198652
284743,228,Swatch,,"C.M. Recto Avenue, Brgy. 259, Manila, Metro Manila",02-7210106,,www.giftgate.com,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,V-Mall,Greenhills Shopping Center,1,121.0499642,14.60219074
284744,240,Rudy Project,,"C.M. Recto Avenue, Brgy. 268, Manila, Metro Manila",02-7270430,,www.rudyproject.com.ph,,02-7270430,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,V-Mall,Greenhills Shopping Center,1,121.04975,14.60193
284745,228,Chronos,,"C.M. Recto Avenue, Brgy. 293, Manila, Metro Manila",02-7252562,0917-6427938,www.chronos-watch.com,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284748,205,Bridges Bookstore by Goodwill,,"C.M. Recto Avenue, Brgy. 3, Manila, Metro Manila",02-7230545,,www.goodwillbookstore.com,,02-7230545,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284752,220,Astrovision,,"C.M. Recto Avenue, Brgy. 308, Manila, Metro Manila",02-7210811,,www.myastroplus.ph,,02-7214986,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Greenhills Shopping Centre,Greenhills Shopping Center,1,121.0496506,14.60213926
284755,219,The Body Shop,,"C.M. Recto Avenue, Brgy. 310, Manila, Metro Manila",02-6647571,,www.thebodyshop.com.ph,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,V-Mall,Greenhills Shopping Center,1,121.0498001,14.60198792
284761,403,Ralphs Sports Supply,,"C.M. Recto Avenue, Brgy. 390, Manila, Metro Manila",02-7242279,,,,,,133915021,3268,,Greenhills Shopping Center,1,121.0500276,14.60177373
284777,297,Lord West Custom Tailor and Haberdashery,,"C.M. Recto Avenue, Brgy. 392, Manila, Metro Manila",02-7250788,0918-9128074,,,,,133915021,3268,,Greenhills Shopping Center,1,121.0493853,14.60270865
284779,213,Tetta 8A Boutique,,"C.M. Recto Avenue, Brgy. 395, Manila, Metro Manila",02-4801200,0917-5295897,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284783,213,Tops and Totes,,"C.M. Recto Avenue, Brgy. 395, Manila, Metro Manila",02-2167685,0917-8536336,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284786,212,Sir Lance Enterprises,,"C.M. Recto Avenue, Brgy. 395, Manila, Metro Manila",02-7250716,,,,02-7250716,MON-THU 1000-2000; FRI-SAT 1000-2100,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284805,245,Its Personal,,"C.M. Recto Avenue, Brgy. 404, Manila, Metro Manila",02-9644674,0915-9686132,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Greenhills Shoppesville,Greenhills Shopping Center,1,121.04975,14.60193
284807,345,Magno Optical,,"C.M. Recto Avenue, Brgy. 49, Manila, Metro Manila",02-7212017,,www.magno-optical.com,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284810,227,Gold & Gems,,"C.M. Recto Street, Brgy. Maytunas, San Juan City, Metro Manila",02-7216874,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284812,213,Next Issue,,"C.P. Garcia Road, Brgy. 110, Manila, Metro Manila",02-7252379,0917-8346607,,,02-7252379,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284816,397,Health Express,,"C.P. Garcia Road, Brgy. 110, Manila, Metro Manila",02-5715719,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284819,345,Ideal Vision,,"C.P. Garcia Road, Brgy. 110, Manila, Metro Manila",02-7267707,,www.idealvisioncenter.com.ph,,02-7267707,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Shoppesville Greenhills,Greenhills Shopping Center,1,121.04975,14.60193
284830,237,Shoelution,,"C-3 Road, Brgy. 125, Caloocan City, Metro Manila",02-5845741,0917-5418203,,,02-5845741,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284837,217,PC Gilmore,,"C-3 Road, Brgy. 22, Caloocan City, Metro Manila",02-7279088,0922-8113644,,,02-7279088,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.0500508,14.60171828
284845,213,Meisje Boutique,,"C-3 Road, Brgy. 22, Caloocan City, Metro Manila",02-7269102,,www.josielumban.multiply.com,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284847,235,Love Me The Petshoppe Corporation,,"C-3 Road, Brgy. 22, Caloocan City, Metro Manila",02-5707907,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284865,212,Orange Communications,,"C-3 Road, Brgy. 55, Caloocan City, Metro Manila",02-7279188,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.0502936,14.6022736
284877,212,Trad House Telecom,,"C-3 Road, North Bay Blvd., South, 1485 Navotas City, Metro Manila",02-7249268,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284883,224,Regina Gift Shop,,"C-3Road cor. Dagat-dagatan Avenue, Brgy. 22, Caloocan City, Metro Manila",02-7259325,,,,02-7259325,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Main,Greenhills Shopping Center,1,121.04975,14.60193
284889,403,Stride and Stroke,,"C-4 Road, Bagumbayan North, 1485 Navotas City, Metro Manila",02-6618247,,www.strideandstroke.com,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284892,212,S768 Mobile Com Enterprises,,"C-4 Road, Bagumbayan North, 1485 Navotas City, Metro Manila",02-7251712,0917-8386898,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.0501373,14.60208117
284897,213,Royanna RTW,,"C-4 Road, Brgy. 8, Caloocan City, Metro Manila",02-7232418,0922-8332023,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284903,213,Third and Folsom,,"C-4 Road, Longos, 1470 Malabon City, Metro Manila",02-4709501,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284915,220,Ariston,,"C-4 Road, Longos, 1470 Malabon City, Metro Manila",02-7219918,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Shoppesville,Greenhills Shopping Center,1,121.04975,14.60193
284921,240,Hahn Manila,,"C-5 Road Ext., Brgy. Santo Nino, Paranaque City, Metro Manila",02-7213289,,www.hahn.com.ph,,,MON-THU 1000-2000; FRI-SAT 1000-2100,133915021,3268,Greenhills Shoppesville,Greenhills Shopping Center,1,121.04975,14.60193
284923,391,"Pixelpro, Inc.",,"C-5 Road Ext., Brgy. Santo Nino, Paranaque City, Metro Manila",02-7269387,,,,02-7269387,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284934,227,Brillo,,"C-5 Road Ext., Brgy. Santo Nino, Paranaque City, Metro Manila",02-7241876,0916-2536850,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Greenhills,Greenhills Shopping Center,1,121.04975,14.60193
284945,213,Magnum,,"C-5 Road Ext., Brgy. Santo Nino, Paranaque City, Metro Manila",02-7224047,,,,,,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284949,205,Wisdom Corner,,"C-5 Road Ext., Brgy. Santo Nino, Paranaque City, Metro Manila",02-7218167,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
285021,213,Jewels,,"C-5 Street Ext., Brgy. La Huerta, Paranaque City, Metro Manila",02-4148187,,www.facebook.com/jewels2k,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.0502053,14.6013473
285024,227,Eko Moda by Lucy G.,,"C-5 Street Ext., Brgy. San Dionisio, Paranaque City, Metro Manila",02-6222609,0917-5852087,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,The Jewellery,Greenhills Shopping Center,1,121.0503534,14.60162855
285028,227,Central Jewelry Inc.,,"C-5 Street Ext., Brgy. San Dionisio, Paranaque City, Metro Manila",02-7261931,,,,02-7261931,,133915021,3268,,Greenhills Shopping Center,1,121.0504973,14.6014647
285031,227,Lanero,,"C-5 Street Ext., Brgy. San Dionisio, Paranaque City, Metro Manila",02-7235028,0917-3735008,,,02-7236280,MON-FRI 1000-1830; SAT 1000-1800; SUN 1000-1830,133915021,3268,,Greenhills Shopping Center,1,121.0503766,14.60155919
285035,212,Jej Cellmania,,"C-5 Street Ext., Brgy. Santo Nino, Paranaque City, Metro Manila",02-7277844,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
285036,212,Sahara Telecom Center,,"Cabalata Street, Brgy. Tatalon, Quezon City, Metro Manila",02-7267758,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.0501038,14.6012351
285038,233,Adams,,"Cabildo Street, Brgy. 655, Manila, Metro Manila",02-7269318,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Shoppesville,Greenhills Shopping Center,1,121.0503618,14.60126741
285039,212,Jeremiah 33.3,,"Cabildo Street, Brgy. 655, Manila, Metro Manila",02-7256821,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
285040,213,Cheap & Chic,,"Cablelink Building, Dr. A. Santos Avenue, Brgy. San Isidro, Paranaque City, Metro Manila",02-7246254,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
285041,393,Nesh Fashion,,"Cadena de Amor Street, Brgy. Hagonoy, Taguig City, Metro Manila",02-3946645,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.0512806,14.6021113
285047,212,Samsung Mobile,,"Cadena de Amor Street, Brgy. Pulang Lupa Dos, Las Pinas City, Metro Manila",02-6616332,,www.samsung.com/ph/home,,02-7234812,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.0503028,14.60117513
285049,213,Top 1,,"Cadena de Amor, United Paranaque 4, Brgy. Marcelo Green Village, Paranaque City, Metro Manila",02-7220092,,,,02-7220092,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Main,Greenhills Shopping Center,1,121.04975,14.60193
285052,213,Structure,,"Cagayan Street, Brgy. 874, Manila, Metro Manila",02-5709391,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
285059,213,Bonita,,"Cagayan Street, Brgy. 874, Manila, Metro Manila",02-7218848,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
285064,213,Lucky Sisters,,"Cagayan Street, Brgy. 874, Manila, Metro Manila",02-7278734,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
285077,213,RJP,,"Cagayan Street, Brgy. 881, Manila, Metro Manila",02-9942939,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.05093,14.60194983
285080,202,iCandy,,"Caimito Drive, Brgy. New Alabang Village, Muntinlupa City, Metro Manila",02-5447198,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
285082,213,De Lujo,,"Caimito Road, Brgy. 77, Caloocan City, Metro Manila",02-7828001,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.0507435,14.60208842
285090,228,L Time Studio,,"Caimito Road, Brgy. 78, Caloocan City, Metro Manila",02-7253614,,www.ltimestudio.com,,02-7253614,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Greenhills,Greenhills Shopping Center,1,121.04975,14.60193
285097,213,Mphosis,,"Caimito Street, Brgy. Pamplona Tres, Las Pinas City, Metro Manila",02-7267641,,,,02-6332894,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Greenhills,Greenhills Shopping Center,1,121.04975,14.60193
285098,213,Bayo,,"Calantas Street, Brgy. Western Bicutan, Taguig City, Metro Manila",02-7269179,,www.bayo.com.ph,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
285102,219,Shiseido,,"Calbayog Street, Brgy. Highway Hills, Mandaluyong City, Metro Manila",02-7257805,,www.shiseido.com,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284747,48,BDO-ATM,Banco De Oro-ATM,"Calbayog Street, Brgy. Highway Hills, Mandaluyong City, Metro Manila",02-6318000,,www.bdo.com.ph,,,,133915021,3268,V-Mall,Greenhills Shopping Center,1,121.04975,14.60193
284756,48,BPI-ATM,Bank of the Philippine Islands-ATM,"Calbayog Street, Brgy. Highway Hills, Mandaluyong City, Metro Manila",02-89100,,www.bpiexpressonline.com,,,,133915021,3268,V-Mall,Greenhills Shopping Center,1,121.04975,14.60193
285537,35,Mrs. Fields,,"Calbayog Street, Brgy. Highway Hills, Mandaluyong City, Metro Manila",02-7227399,,www.mrsfields.com.ph,,,1000-2200,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284739,116,Mandarin Chinese Drug Center,,"Calcan Building, 1195 Chino Roces Avenue Avenue, Brgy. San Antonio, Makati City, Metro Manila",02-7127690,,,,02-7127687,,133915021,3268,,Greenhills Shopping Center,1,121.0501625,14.60187442
284741,44,Milky Way Cafe,,"Calcite Street, Twin River II Subdivision, Brgy. Parang, Marikina City, Metro Manila",02-7265541,,,,02-8174042,,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284790,36,Dunkin Donuts,,"Calcutta Street, Brgy. Merville, Paranaque City, Metro Manila",02-9728888,,www.dunkindonuts.ph,,,1000-2000,133915021,3268,Greenhills Shoppesville,Greenhills Shopping Center,1,121.04975,14.60193
285071,37,Chowking,,"Calderon Road, Brgy. 873, Manila, Metro Manila",02-5841620,,www.chowkingdelivery.com,,,,133915021,3268,Greenhills 2,Greenhills Shopping Center,1,121.04975,14.60193
285565,35,Kookie Korner Bakeshop,,"Calderon Road, Brgy. 873, Manila, Metro Manila",02-7213415,,,,,0930-2030,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
285569,35,Auntie Annes,,"Calderon Road, Brgy. 879, Manila, Metro Manila",02-7220377,,www.auntieannes.com,,,MON-THU 1000-2100; FRI-SAT 1000-2200; SUN 1000-2100,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284821,217,Datacore Computer Systems,,"Calderon Road, Brgy. 879, Manila, Metro Manila",02-7261998,,,,,,133915021,3268,,Greenhills Shopping Center,1,121.0500182,14.60184858
284754,391,Kameraworld,,"Calderon Road, Brgy. Addition Hills, Mandaluyong City, Metro Manila",02-7228187,,www.kameraworld.com.ph,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284785,252,Hair Concept Salon,,"Calderon Street, Brgy. Marilag, Quezon City, Metro Manila",02-7247061,0908-3406346,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284803,388,Island Photo,,"Calibuso Street, Brgy. Upper Bicutan, Taguig City, Metro Manila",02-7215946,,www.islandphoto.com,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Greenhills Shoppesville,Greenhills Shopping Center,1,121.04975,14.60193
284809,252,Pat of Cameo Hair Salon,,"Calle Industria, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7214077,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284823,511,DHL Express,,"Calle Industria, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7263741,,www.dhl.com.ph,,,,133915021,3268,Greenhills Shoppesville,Greenhills Shopping Center,1,121.04975,14.60193
284825,52,Legrand Pawnshop & Jewelry,,"Calle Industria, Brgy. Bagumbayan, Quezon City, Metro Manila",02-7225707,,,,,MON-SAT 1000-1900,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284839,366,Bayad Center,,"Callejon 2, Brgy. Palingon, Taguig City, Metro Manila",02-7227092,,www.bayadcenter.com,,02-7227092,MON-SAT 1000-1800,133915021,3268,Netopia-Vira Mall Greenhills,Greenhills Shopping Center,1,121.04975,14.60193
284849,533,Charito Alunan Embroidery,,"Callejon 3, Brgy. Palingon, Taguig City, Metro Manila",02-7264193,0917-5224274,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
284793,283,Nails and Day Spa California,,"Callejon K, Brgy. 168, Manila, Metro Manila",02-5853671,0917-5762450,,,02-5853671,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Greenhills,Greenhills Shopping Center,1,121.04975,14.60193
284795,147,Bioessence,,"Callejon Street, Brgy. Duyan-duyan, Quezon City, Metro Manila",02-7273850,,www.bioessence.ph,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,V-Mall,Greenhills Shopping Center,1,121.04975,14.60193
284746,48,BDO-ATM,Banco De Oro-ATM,"Calo Street, Brgy. New Alabang Village, Muntinlupa City, Metro Manila",,,www.bdo.com.ph,,,,133915021,3268,Greenhills Shopping Center,Greenhills Shopping Center,1,121.0505881,14.60138764
284731,44,New Sunbeam Restaurant,,"Calypso Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.0498525,14.60169162
284749,35,Sugar House,,"Calypso Avenue, Brgy. Bagumbayan, Quezon City, Metro Manila",,,www.sugarhouse.com.ph,,02-5849482,1000-2100,133915021,3268,V-Mall,Greenhills Shopping Center,1,121.04975,14.60193
285351,44,Le Ching Tea House,,"Camachile Street, Brgy. Malanday, Marikina City, Metro Manila",,,,,,,133915021,3268,Greenhilles Shoppesville,Greenhills Shopping Center,1,121.04975,14.60193
285363,44,Tin Hok Chinese Deli,,"Camachile Street, Brgy. Malanday, Marikina City, Metro Manila",,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.0497687,14.60177732
285380,44,Le Ching Too,,"Camba Street, Brgy. 284, Manila, Metro Manila",,,,,,,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
285435,44,Won Ton Restaurant,,"Cambridge Street, Brgy. E. Rodriguez, Quezon City, Metro Manila",02-7366288,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Greenhills Shopping Center,Greenhills Shopping Center,1,121.04975,14.60193
285483,44,Soi Thai Restaurant,,"Cambridge Street, Brgy. E. Rodriguez, Quezon City, Metro Manila",,,,,,MON-THU 1000-2000; FRI-SAT 1000-2100; SUN 1000-2000,133915021,3268,Greenhills Shopping Center,Greenhills Shopping Center,1,121.04975,14.60193
284742,44,Crystal Jade La Mian Xiao Long Bao,,"Camella Avenue, Brgy. Don Bosco, Paranaque City, Metro Manila",02-5706910,,,,,,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
285361,44,Luk Yuen Noodle House,,"Camella Avenue, Brgy. Pamplona Tres, Las Pinas City, Metro Manila",02-7212620,,,,,MON-THU 1000-2000; FRI-SAT 1000-2030; SUN 1000-2000,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
285443,44,Mann Hann,,"Camella Avenue, Camella Homes Classic IV, Brgy. Don Bosco, Paranaque City, Metro Manila",,,,,,,133915021,3268,,Greenhills Shopping Center,1,121.04975,14.60193
